Recipient Org:Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360g-cabinetoffice-sidney_walter_centre,294764,77881,1,1,1,,,,,,1,1,,,,,,,,1,1,1,,1,,1,1,,,1,1,,,,,
360g-cabinetoffice-signpost_gunton,1111005,185872,1,1,1,,1,,,,,,,1,1,,,,,1,1,1,,1,,1,,,,1,,1,1,,1,
360g-cabinetoffice-simms_cross_pta,1155411,,,1,,,,,,,,,,,1,,,1,,1,,1,,,,,,,1,,,,,,,
360g-cabinetoffice-simpson_memorial_community_association,521247,15451,,1,,,,,,,1,,,1,1,,,,,,1,1,,1,,1,,,,,1,,,,,
360g-cabinetoffice-sinfin_community_centre,1105020,104036,,1,,1,,,,,,1,,,1,,1,1,,1,1,1,,,,1,,,,1,1,,,,1,
360g-cabinetoffice-sinfin_moor_trust,1150428,0,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-sixteenfeet_productions,1153684,54800,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-slade_green_community_forum,1097246,2,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,1,,1,
360g-cabinetoffice-slough_ymca,1002442,865693,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-small_heath_community_forum,1074861,216615,,1,1,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,,1,1,,1,,1,
360g-cabinetoffice-small_world_cultural_arts_collective,1109457,77097,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,1,,,,
360g-cabinetoffice-smethwick_church_action_network,1157993,81185,1,1,,,1,,1,1,,,,,1,,1,,,1,1,1,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-smethwick_gospel_hall,1146399,31054,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-smethwick_pakistani_muslims_association_ltd,1107386,106638,1,1,1,,,,,,1,1,,,1,,,,,1,1,1,1,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-somali_education_breakthrough,1075695,25234,,1,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-somali_youth_community_coventry,1136420,3800,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-sos_domestic_abuse_project,1062493,319026,1,1,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,1,1,1,1,,,1
360g-cabinetoffice-sound_solution_(dorset),1116274,1646,,1,,,,,,,1,,,,1,,,,,,1,1,,,,1,,,,1,1,1,,,1,
360g-cabinetoffice-soundlincs,1086483,304830,,1,,,,,,,1,,,,1,,,,,1,1,1,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-south_leeds_community_alliance,1113599,2500,1,,,,1,,,,1,1,,1,,,,,,1,1,,1,1,,1,,,,1,,,,,,
360g-cabinetoffice-south_liverpool_foodbank,1156466,29646,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1
360g-cabinetoffice-south_liverpool_foodbank,1156466,29646,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1
360g-cabinetoffice-south_liverpool_foodbank,1156466,29646,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1
360g-cabinetoffice-south_norwood_&_woodside_community_association,1142735,65255,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-south_street_baptist_church,1133068,183489,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,
360g-cabinetoffice-southend_vineyard,1047393,461753,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-southern_domestic_abuse_service,1146773,1353010,1,1,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,1,1,,,1
360g-cabinetoffice-southern_domestic_abuse_service,1146773,1353010,1,1,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,1,1,,,1
360g-cabinetoffice-southportnorthwest_macular_support_group,1142183,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-southport_lions_club,512156,37251,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,
360g-cabinetoffice-southwick_health_and_community_forum,1096217,24198,1,1,,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,,1,,1,1,,1,,1,
360g-cabinetoffice-southwick_neighbourhood_youth_project,1044254,142407,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,1,,,
360g-cabinetoffice-spa_view_community_church,1153320,73378,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-spare_tyre,273418,232546,,1,,1,,,,,1,,,,1,,,,,1,1,1,,,1,1,,,,1,,1,,,,1
360g-cabinetoffice-speada,1152254,10762,,1,,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-speada,1152254,10762,,1,,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-speak_out_in_hounslow,1089995,92926,1,1,,1,,,,,1,,,,,,1,1,1,,,1,,,,,,,,,,1,1,,,1
360g-cabinetoffice-special_stars,1156237,43391,1,1,1,1,,,,,1,,,,,,,1,1,1,,1,,,,,1,,,,,1,1,,,1
360g-cabinetoffice-special_stars_foundation,1156237,43391,1,1,1,1,,,,,1,,,,,,,1,1,1,,1,,,,,1,,,,,1,1,,,1
360g-cabinetoffice-spid_theatre_company,1097344,172037,,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,
360g-cabinetoffice-spiral_arts,298315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-splash_fit,1144994,22453,,1,1,1,1,,,,1,1,,1,1,,,,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,
360g-cabinetoffice-sport_4_life,1115222,555769,1,1,1,,1,,,,,1,,,1,,,,1,1,,,1,,1,1,,,,,,1,,,,1
360g-cabinetoffice-sport_4_life_uk,1115222,555769,1,1,1,,1,,,,,1,,,1,,,,1,1,,,1,,1,1,,,,,,1,,,,1
360g-cabinetoffice-sporting_khalsa,1142196,225036,,,1,,,,,,,1,,,1,,,1,,1,1,1,1,1,,1,,,,,1,,,,,
360g-cabinetoffice-sports_pursuits,1069280,10988,,1,,,,,,1,,1,,,1,,,,,1,,1,,1,,1,,,,1,,1,,,,
360g-cabinetoffice-st_aidan's_community_partnership,1099907,21500,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,1,,1,,,
360g-cabinetoffice-st_james_after_school_club,1095283,,,1,,,,,,1,,1,,,,,,,,1,,,1,,,1,,,,1,,1,,,,
360g-cabinetoffice-st_john's_church_preservation_group,1164822,16972,,1,,,,,,1,1,,,1,1,,,1,,1,1,1,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-st_johns_community_hall,1157700,25313,1,1,,1,1,,,1,,1,,,1,,,1,,1,1,1,,1,1,1,,,,,1,1,,,,1
360g-cabinetoffice-st_leonards_community_hall,519509,,1,1,,,,,,,,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,1,1,,,,
360g-cabinetoffice-st_marks_community_association,520451,0,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,1,,,,,,
360g-cabinetoffice-st_marks_community_association,520451,0,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,1,,,,,,
360g-cabinetoffice-st_michael's_and_lark_lane_community_association,513803,137539,,1,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-st_michaels_youth_project,1055980,157964,1,1,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,1,1,,,,
360g-cabinetoffice-st_osyth_village_hall,301388,27881,1,1,1,1,,,,1,1,1,,1,,,1,1,1,1,1,1,1,,1,1,,,,,1,,,,,
360g-cabinetoffice-st_peter's_community_partnership,1099806,354066,1,1,,,1,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-st_philip's_community_centre,1102821,3947,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360g-cabinetoffice-st_thomas_community_project,1170109,0,1,,,1,1,,,,,,,,1,,,,1,1,1,1,,1,1,1,,,,,1,1,1,,,
360g-cabinetoffice-st._ann's_partnership_limited,1141202,27377,,1,1,1,1,,,,,1,,,1,,,1,,1,1,1,1,1,,,1,1,,,,,,,,
360g-cabinetoffice-staffordshire_bull_terrier_exhibition_group,1110633,1370,,1,,,,,,,1,,1,1,,,,,,1,1,1,1,1,,1,,,,,,,1,,,
360g-cabinetoffice-stainforth_4_all,1160811,9075,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-stainforth_community_resource_centre,221758,13221,1,1,,1,,,,1,1,,,,,,,,,1,1,1,,1,1,1,,,,,1,1,,,,1
360g-cabinetoffice-stalybridge_street_pastors,1145199,3659,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,,
360g-cabinetoffice-stand_against_racism_&_inequality,1047699,635455,,1,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-stanley_people's_initiative,1155680,137632,,1,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-stanney_grange_community_association,508392,6424,1,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,,1,,,,,1
360g-cabinetoffice-star_support_&_counselling,1117817,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,1,,,
360g-cabinetoffice-st-art,1120488,36910,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-start_in_salford,1078837,813520,,1,1,1,,,,,1,,,,,,,,,1,1,1,1,,1,1,,,,,1,1,1,,,1
360g-cabinetoffice-status_4_all,1139781,19116,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,,
360g-cabinetoffice-step_back_to_step_up,1151093,108757,1,1,1,,1,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360g-cabinetoffice-step_up_community_association,1139305,10183,,1,,,,,,,1,1,,,1,,,,,1,,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-step_up_community_association,1139305,10183,,1,,,,,,,1,1,,,1,,,,,1,,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-stoke-on-trent_foodbank,1150820,200670,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,
360g-cabinetoffice-stonebridge_boxing_club,1136707,36783,,1,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,,
360g-cabinetoffice-storm_ministries,1088727,19356,1,1,,,,,,1,1,1,,1,,,,1,1,1,1,,,1,,1,,,1,1,,1,1,,1,1
360g-cabinetoffice-street_chaplains,1148863,22096,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-street_teams,1075862,320413,,1,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-streetspace_wsm,1143052,20428,1,1,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-streetwise_young_people's_project,1058360,455901,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,,
360g-cabinetoffice-stretford_foodbank,1167416,13801,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1
360g-cabinetoffice-strike_a_light,1099923,9039,,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-stronger_communities_initiative_assembly,1147129,6430,1,1,,,1,,1,,,,,1,,,,,1,1,1,1,1,,,1,,,,1,,1,,,1,
360g-cabinetoffice-study_centre_at_crystal_palace_fc,1149461,120973,,1,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,1,1,,,,
360g-cabinetoffice-sublime_life,1131280,93544,,1,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,1
360g-cabinetoffice-sunderland_antiquarian_society,1157551,17428,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,1,,,1,,
360g-cabinetoffice-sunderland_headlight,1090717,103867,,1,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,1,1,1,1,1,1,
360g-cabinetoffice-sunderland_mind,510830,292642,1,,1,,,,,,,,,,,,,,,,1,1,,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-sunderland_north_family_zone,1082558,135780,,1,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,1,,,,
360g-cabinetoffice-sunlight_development_trust,1126266,459807,1,1,1,1,1,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1
360g-cabinetoffice-sunshine_international_arts,1119236,148479,,1,,,,,,,1,,,,,,,,,1,,,1,,,1,,,,,,1,,,,
360g-cabinetoffice-support_to_recovery,1122199,264100,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-surviving_christmas,1033117,44668,,,,,1,,,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,,1
360g-cabinetoffice-sutton_community_works,1140363,115145,,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-sutton_trust_action_group,1148229,,1,1,,,1,,1,,,,,,1,,,1,,1,1,1,,,,1,,1,,,,1,1,,,
360g-cabinetoffice-take_5,1052831,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,
360g-cabinetoffice-talking_sense,1151366,20276,,1,,1,,,,,,,,,1,,1,,1,1,,1,1,1,1,1,,,,,,1,1,,,
360g-cabinetoffice-tameside_elders,1113040,5354,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-tameside_elders_association,1113040,5354,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-tameside_elders_association,1113040,5354,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-tameside_south_and_longdendale_foodbank_ltd,1154277,22248,,,1,,1,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-tamil_educational_and_cultural_association,1107377,27127,1,1,,,1,,,,1,1,,,,,,,,1,,,1,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-tamil_relief_centre,1069592,93613,1,1,,1,1,,1,,1,,,,1,,,,,1,1,1,,,1,1,,,,,,1,1,,,
360g-cabinetoffice-tap_youth_limited,1119789,,1,1,1,1,1,,,,1,1,,1,1,,,,,1,,1,,,,1,,,,1,,1,1,1,,
360g-cabinetoffice-tassibee,1091559,58584,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-tees_valley_wildlife_trust,511068,483567,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,1,1,1,1,,,
360g-cabinetoffice-tendring_mental_health_support,1009827,594331,,,1,1,,,,,,1,,,1,,,,,,,1,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-teviot_action_group,1166933,,1,1,1,1,1,,,,,,,,,,1,,,1,1,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-thai_boxing_community_centre,1141235,36891,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-thanet_kidz_klub,1144076,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-the_addy_community,1163268,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-the_aiming_high_group,1146327,0,1,1,1,1,1,,,,1,1,,,1,,1,1,1,1,1,1,,1,,1,,,,,1,1,1,1,1,1
360g-cabinetoffice-the_arbourthorne_centre,1106983,33727,1,1,1,,,,,,1,1,,,1,,,1,,1,1,1,,1,,1,,,,,1,1,1,,1,1
360g-cabinetoffice-the_arbourthorne_centre,1106983,33727,1,1,1,,,,,,1,1,,,1,,,1,,1,1,1,,1,,1,,,,,1,1,1,,1,1
360g-cabinetoffice-the_beacons_wheelchair_dancers,1055975,9515,,1,,1,,,,,1,1,,,,,,1,,1,1,1,,,,,,,,,1,1,1,,,1
360g-cabinetoffice-the_bestwood_partnership,1127367,222721,,1,,,1,,,,,,,,1,,,,,,,,,1,1,1,,,,,,1,1,,,
360g-cabinetoffice-the_brendan_ingle_foundation,1145853,1464,,1,1,,,,,,,1,,,1,,,,,1,,,,1,,,,1,,1,,1,,,,
360g-cabinetoffice-the_bridge_for_heroes,1138136,117708,1,,1,,,,,,1,,,,,1,,,,1,1,1,,1,1,1,,,,,1,1,1,,,1
360g-cabinetoffice-the_burngreave_messenger,1130836,52205,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1
360g-cabinetoffice-the_club_house_community_centre,523258,17739,1,,,,,,,,,1,,,1,,,,,1,1,1,,,,,,,,1,1,,,,,
360g-cabinetoffice-the_corner_house_youth_project,516970,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-the_crosby_community_association,1107514,146026,,1,,1,1,,,,,,,,1,,,,,1,1,1,,1,,1,,,,,1,,1,,1,
360g-cabinetoffice-the_debt_advice_network,1144064,136619,1,1,,,1,,1,,,,,,1,,,,1,,1,1,,1,,1,,,,,1,1,1,,,1
360g-cabinetoffice-the_debt_advice_network,1144064,136619,1,1,,,1,,1,,,,,,1,,,,1,,1,1,,1,,1,,,,,1,1,1,,,1
360g-cabinetoffice-the_drawing_shed,1160624,38382,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-the_echoes_foundation,1133494,55687,,1,1,1,,,,,,,,,,,,,,1,,1,,1,,,,,,,,1,1,,,1
360g-cabinetoffice-the_eddystone_trust,1078268,698231,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,
360g-cabinetoffice-the_emerald_centre,1119027,208493,1,1,,1,,,,,1,1,,1,,,,,,1,1,1,1,1,,1,,,,,1,1,1,,1,
360g-cabinetoffice-the_enthusiasm_trust,1087438,714256,,1,,,1,,,,1,1,,,1,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,,,
360g-cabinetoffice-the_enthusiasm_trust,1087438,714256,,1,,,1,,,,1,1,,,1,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,,,
360g-cabinetoffice-the_enthusiasm_trust,1087438,714256,,1,,,1,,,,1,1,,,1,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,,,
360g-cabinetoffice-the_enthusiasm_trust,1087438,714256,,1,,,1,,,,1,1,,,1,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,,,
360g-cabinetoffice-the_enthusiasm_trust,1087438,714256,,1,,,1,,,,1,1,,,1,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,,,
360g-cabinetoffice-the_factory_youth_zone_(manchester)_limited,1134580,1078649,,1,,1,,,,,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,,,,
360g-cabinetoffice-the_family_information_group,282399,278629,,1,,1,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-the_friends_of_boscombe_chine_gardens,1112345,2893,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,
360g-cabinetoffice-the_friends_of_debdale_park,1154238,19676,,,1,,,,,,,1,,1,,,,1,,,,,,,,1,,,,,1,1,,,1,
360g-cabinetoffice-the_garden_gate_project_ltd,1082954,105081,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,
360g-cabinetoffice-the_grangers,1124179,9732,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-the_green_dome_academy,1143909,255811,,1,,,,,,1,1,,,,,,1,1,,1,,,1,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-the_hackney_pirates,1145115,342006,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-the_high_street_centre,1100671,197215,1,1,,,,,,,1,1,,,1,,,,,1,,,,,1,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-the_hive_(halifax)_ltd,1139757,61320,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-the_holcombe_association,1102291,7844,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,1,,1,,,,
360g-cabinetoffice-the_hull_lighthouse_project,1070382,116210,1,1,1,,,,,1,,,,,,,,,,1,,,,,1,,,,,1,,1,1,1,,
360g-cabinetoffice-the_ilse_amlot_centre_for_women_and_children,297121,384432,1,1,,,,,,,,1,,,1,,,,,1,1,1,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-the_interlink_foundation,1079311,859701,1,,,1,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,1,,1,
360g-cabinetoffice-the_kevin_richards_foundation,1145730,17715,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
360g-cabinetoffice-the_lancashire_wildlife_trust,229325,3947000,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,,,
360g-cabinetoffice-the_lookout_project,1126705,11535,,1,,,1,,,1,1,1,,,1,,,,,1,,,,,,,,,,1,,,1,,,
360g-cabinetoffice-the_luke_and_marcus_trust,1115340,1526,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360g-cabinetoffice-the_meadows_school_parents_forum,1108738,21674,1,1,,1,,,,,,1,,,,,,,,1,,1,,,,,1,1,,1,,1,,,,
360g-cabinetoffice-the_muath_trust,1100481,1127060,1,1,,,1,,1,1,1,,,,1,,,1,,1,1,,1,1,,1,,,,,1,1,1,,1,
360g-cabinetoffice-the_notables,1072700,17417,,,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,,,,,
360g-cabinetoffice-the_princess_royal_trust_for_carers_in_hampshire,1040518,703909,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-the_pump_(east_birmingham)_ltd,1134459,375180,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,
360g-cabinetoffice-the_riverside_active_lives_network,1158529,173294,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-the_rooted_forum,1140130,246498,,1,1,,,,,,1,1,,,1,,,1,1,1,1,,1,,,,,,,,,1,1,,,1
360g-cabinetoffice-the_rooted_forum,1140130,246498,,1,1,,,,,,1,1,,,1,,,1,1,1,1,,1,,,,,,,,,1,1,,,1
360g-cabinetoffice-the_shack_community_projects,1152815,20021,,1,,,1,,,,,,,,1,,,1,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-the_shadyfish_xperiance,1138367,20220,,,1,1,1,,,,1,,,,,,1,1,1,1,1,1,,,,1,,,,,,,,,,1
360g-cabinetoffice-the_shane_project,1114230,9246,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-the_sobriety_project,510221,429093,1,1,1,1,,,,,1,,,1,1,,,,,1,1,1,,1,1,1,,,,,1,1,,,1,1
360g-cabinetoffice-the_spirit_of_goole,1159086,25565,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-the_springfield_project,1134977,1080713,,1,1,,,,,1,,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,
360g-cabinetoffice-the_starting_out_charity,1064064,300340,1,1,,,1,,,,,,,,1,,,,1,1,1,1,,1,1,1,,,,1,,1,1,,,1
360g-cabinetoffice-the_sudanese_community_in_sussex,1113688,3163,1,1,,1,,,,,1,1,,,1,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,,,1
360g-cabinetoffice-the_swift_centre,1132346,34538,1,1,,,1,,,,,1,,,1,,,,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-the_terminus_initiative,1113438,62438,1,,,,,,,1,,,,,1,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-the_three_r's,1103125,331710,,1,1,,1,,,,,1,,,,,,,,1,,1,1,1,,,1,1,,1,1,,,,,
360g-cabinetoffice-the_vine_youth_project,1116379,0,1,1,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-the_what?_centre_limited,1064579,335109,1,1,1,1,1,,1,,,,,,1,,,,,1,,1,1,1,,1,,,,,,1,1,,,
360g-cabinetoffice-the_wishing_well_project,326529,2644,1,1,1,1,1,1,1,,,,,,1,,,,,1,,1,1,1,,,,,,1,1,1,1,,,
360g-cabinetoffice-the_young_smiles_project,1161846,0,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-the4cs_-_climate_change_community_champions,1148866,27992,,1,1,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,1,,,
360g-cabinetoffice-thompson_park_community_association,507074,18634,1,1,,1,,,,,1,1,,,,,,,,1,1,1,1,1,1,1,,,,1,1,,,,,
360g-cabinetoffice-thornes_millennium_green_trust,1071236,2055,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-thornton_lodge_action_group,1161661,121966,,1,1,,1,,,,,,,1,1,,1,1,,1,1,,1,,,,,,,,,1,,,,
360g-cabinetoffice-thorpes_hub_ltd,1155681,6500,1,,,,,,,,1,1,,,,,,1,,1,1,,,1,,1,,,,,1,1,,,,
360g-cabinetoffice-three_trees_community_centre,1140924,241620,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360g-cabinetoffice-tilbury_riverside_project,1068744,53616,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,1,1,1,,,,
360g-cabinetoffice-tilbury_riverside_project,1068744,53616,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,1,1,1,,,,
360g-cabinetoffice-time_exchange,1120686,45132,1,1,,,1,,,,,,,1,1,,,,,,1,1,,1,,1,,,,,1,1,1,,,
